id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,code_student,date_registration,date_unregistration
649147,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,180,N,Withdrawn,1200,-70.0,12.0
649159,M,Ireland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,1201,-53.0,
649161,M,North Western Region,No Formal quals,30-40%,0-35,0,120,N,Withdrawn,1202,-149.0,12.0
649165,M,South Region,A Level or Equivalent,,0-35,0,60,N,Pass,1203,-44.0,
649207,M,East Midlands Region,A Level or Equivalent,oct-20,0-35,0,60,N,Pass,1204,-153.0,
649212,M,North Region,Lower Than A Level,oct-20,0-35,0,90,N,Pass,1205,-108.0,
649230,F,Scotland,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn,1206,-5.0,170.0
649258,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,1207,-22.0,
649284,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,1208,-16.0,
649325,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,1209,-144.0,93.0
649336,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,1210,-144.0,140.0
649379,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,1211,-45.0,
649385,M,South East Region,A Level or Equivalent,60-70%,0-35,0,90,Y,Withdrawn,1212,-120.0,116.0
649389,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1213,-95.0,-9.0
649400,M,North Western Region,HE Qualification,90-100%,0-35,0,120,N,Pass,1214,-37.0,
649434,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,1215,-153.0,
649435,M,North Region,Lower Than A Level,,35-55,0,90,N,Pass,1216,-63.0,
649457,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,1217,-60.0,
649469,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,1218,-135.0,
649523,M,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,1219,-154.0,-12.0
649547,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1220,-114.0,86.0
649555,M,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,1221,-88.0,11.0
649566,M,North Region,Lower Than A Level,,0-35,0,120,N,Fail,1222,-128.0,
649580,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,1223,-129.0,12.0
649619,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,120,N,Distinction,1224,-153.0,
649735,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,1225,-150.0,
649764,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1226,-23.0,2.0
649806,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,1227,-43.0,
649849,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,1228,-150.0,12.0
649891,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,1229,-29.0,135.0
649926,M,Scotland,HE Qualification,oct-20,0-35,0,60,N,Withdrawn,1230,-150.0,-94.0
649952,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,1231,-99.0,
649954,F,London Region,A Level or Equivalent,oct-20,0-35,0,60,N,Withdrawn,1232,-81.0,123.0
649979,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,1233,-136.0,
650031,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,1234,-120.0,
650048,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,1235,-136.0,
650052,F,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,1236,-71.0,-26.0
650054,F,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,1237,-150.0,185.0
650085,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,1238,-50.0,12.0
650108,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,1239,-86.0,
650123,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,1240,-64.0,51.0
650148,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn,1241,-150.0,12.0
650160,M,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Distinction,1242,-45.0,
650170,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,1243,-135.0,
650180,M,London Region,Lower Than A Level,oct-20,0-35,0,60,N,Withdrawn,1244,-85.0,-39.0
650251,M,East Midlands Region,A Level or Equivalent,oct-20,0-35,0,60,N,Distinction,1245,-74.0,
650285,F,South East Region,HE Qualification,50-60%,35-55,0,60,N,Withdrawn,1246,-127.0,-115.0
650287,F,Ireland,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,1247,-65.0,103.0
650321,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1248,-129.0,12.0
650353,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,1249,-149.0,-37.0
650363,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,1250,-135.0,
650370,F,Scotland,HE Qualification,oct-20,0-35,0,90,N,Pass,1251,-113.0,
650398,M,South East Region,A Level or Equivalent,oct-20,0-35,0,180,N,Withdrawn,1252,-133.0,12.0
650400,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,1253,-120.0,-2.0
650424,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,1254,-50.0,
650461,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1255,-122.0,
650464,M,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,1256,-147.0,12.0
650469,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,1257,-71.0,
650473,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,1258,-52.0,
650543,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1259,-149.0,
650544,M,South Region,Lower Than A Level,60-70%,35-55,0,90,N,Withdrawn,1260,-120.0,12.0
650570,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,120,N,Pass,1261,-149.0,
650637,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,1262,-57.0,13.0
650682,M,Wales,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,1263,-38.0,143.0
650716,M,London Region,A Level or Equivalent,70-80%,35-55,0,120,N,Fail,1264,-144.0,
650717,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,150,N,Withdrawn,1265,-58.0,12.0
650758,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,1266,-144.0,
650791,M,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,1267,-30.0,-1.0
650861,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Fail,1268,-94.0,
650866,M,Wales,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,1269,-35.0,
650923,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1270,-147.0,
650952,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,1271,-148.0,12.0
650960,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1272,-31.0,
651040,M,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,1273,-147.0,
651121,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,1274,-144.0,
651126,M,South East Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,1275,-53.0,
651182,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,1276,-147.0,
651200,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,1277,-67.0,
651238,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1278,-32.0,
651253,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,1279,-100.0,171.0
651255,F,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,1280,-42.0,
651330,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,Y,Fail,1281,-31.0,
651334,M,North Western Region,A Level or Equivalent,oct-20,0-35,0,60,N,Fail,1282,-10.0,
651351,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,1283,-113.0,-1.0
651354,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,N,Pass,1284,-133.0,
651381,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1285,-102.0,
651398,M,South Region,Lower Than A Level,,0-35,0,120,N,Withdrawn,1286,-10.0,12.0
651419,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,1287,-31.0,
651473,F,North Western Region,A Level or Equivalent,oct-20,0-35,0,60,N,Withdrawn,1288,-64.0,67.0
651478,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction,1289,-144.0,
651498,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,1290,-56.0,
651555,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,1291,-72.0,
651598,F,North Region,Lower Than A Level,,0-35,0,60,N,Distinction,1292,-115.0,
651608,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,N,Withdrawn,1293,-135.0,-38.0
651611,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,1294,-140.0,-8.0
651639,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,120,N,Withdrawn,1295,-35.0,10.0
651693,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1296,-93.0,
651697,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,1297,-141.0,-1.0
651879,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,1298,-85.0,12.0
651881,M,East Midlands Region,A Level or Equivalent,oct-20,0-35,0,60,Y,Pass,1299,-109.0,
651886,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Withdrawn,1300,-57.0,135.0
651927,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction,1301,-129.0,
651972,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,1302,-9.0,
651990,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1303,-108.0,
652008,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Pass,1304,-133.0,
652025,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,1305,-143.0,-23.0
652064,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,1306,-136.0,
652087,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1307,-135.0,
652311,M,North Western Region,A Level or Equivalent,oct-20,0-35,0,60,N,Withdrawn,1308,-65.0,12.0
652333,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,150,N,Pass,1309,-137.0,
652335,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,1310,-74.0,
652336,M,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,1311,-49.0,59.0
652438,F,Ireland,Lower Than A Level,,0-35,0,60,N,Pass,1312,-25.0,
652569,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1313,-8.0,12.0
652576,M,Wales,HE Qualification,20-30%,0-35,0,120,N,Pass,1314,-140.0,
652593,M,South Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn,1315,-59.0,66.0
652625,F,Wales,Lower Than A Level,60-70%,0-35,0,60,Y,Distinction,1316,-38.0,
652647,M,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,1317,-136.0,
652659,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,1318,-87.0,
652664,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1319,-137.0,
652672,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,1320,-74.0,
652684,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,1321,-121.0,
652706,M,North Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,1322,-44.0,24.0
652711,M,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Pass,1323,-37.0,
652752,M,North Western Region,Lower Than A Level,oct-20,0-35,0,120,N,Fail,1324,-135.0,
652753,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,1325,-102.0,
652769,M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1326,-23.0,
652788,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Distinction,1327,-86.0,
652801,F,Wales,Lower Than A Level,20-30%,35-55,0,60,Y,Withdrawn,1328,-34.0,89.0
652824,M,South West Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1329,-137.0,
652832,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,1330,-137.0,56.0
652887,F,Scotland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,1331,-99.0,
652890,M,West Midlands Region,Lower Than A Level,oct-20,0-35,0,120,N,Fail,1332,-72.0,
652898,M,North Western Region,Lower Than A Level,oct-20,0-35,0,90,N,Pass,1333,-129.0,
652994,M,North Western Region,Lower Than A Level,oct-20,0-35,0,120,N,Pass,1334,-122.0,
652998,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,1335,-93.0,
653045,M,Ireland,Lower Than A Level,90-100%,35-55,0,60,N,Pass,1336,-81.0,
653051,F,South Region,Lower Than A Level,70-80%,0-35,0,180,Y,Withdrawn,1337,-135.0,-54.0
653115,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,120,N,Pass,1338,-129.0,
653144,M,Scotland,HE Qualification,50-60%,0-35,0,90,N,Withdrawn,1339,-77.0,177.0
653174,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1340,-137.0,11.0
653183,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn,1341,-102.0,79.0
653206,M,London Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,1342,-113.0,69.0
653255,M,London Region,A Level or Equivalent,oct-20,0-35,0,120,N,Withdrawn,1343,-136.0,5.0
653297,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,1344,-5.0,
653301,F,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,1345,-38.0,
653336,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,1346,-136.0,-12.0
653356,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,1347,-133.0,101.0
653372,M,North Western Region,A Level or Equivalent,oct-20,0-35,0,60,N,Withdrawn,1348,-91.0,73.0
653381,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,1349,-115.0,
653417,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,1350,-136.0,
653536,M,East Midlands Region,Lower Than A Level,oct-20,0-35,0,60,N,Pass,1351,-136.0,
653558,M,South East Region,Lower Than A Level,oct-20,0-35,0,60,N,Pass,1352,-78.0,
653567,M,North Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1353,-99.0,
653595,M,South East Region,HE Qualification,oct-20,0-35,0,60,N,Pass,1354,-108.0,
653616,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1355,-135.0,-23.0
653653,M,South Region,Lower Than A Level,oct-20,0-35,0,90,Y,Pass,1356,-135.0,
653659,M,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,1357,-66.0,
653747,F,Wales,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,1358,-133.0,-127.0
653773,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,1359,-129.0,
653797,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,1360,-121.0,95.0
653841,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,90,N,Pass,1361,-109.0,
653846,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,1362,-32.0,48.0
653848,M,North Region,Lower Than A Level,oct-20,0-35,0,120,Y,Withdrawn,1363,-56.0,5.0
653854,M,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,1364,-129.0,-12.0
653857,M,Scotland,HE Qualification,30-40%,35-55,0,90,N,Fail,1365,-32.0,
653988,M,London Region,No Formal quals,oct-20,0-35,0,120,N,Fail,1366,-67.0,
654045,F,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass,1367,-35.0,
654048,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn,1368,-77.0,12.0
654094,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,1369,-71.0,104.0
654112,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,1370,-122.0,89.0
654114,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,1371,-128.0,
654169,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,1372,-74.0,
654217,M,North Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,1373,-120.0,
654228,F,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Withdrawn,1374,-94.0,130.0
654236,M,North Region,A Level or Equivalent,,0-35,0,90,N,Pass,1375,-46.0,
654260,M,Ireland,A Level or Equivalent,,0-35,0,120,N,Distinction,1376,-23.0,
654289,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,1377,-101.0,-1.0
654322,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Withdrawn,1378,-49.0,11.0
654338,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,1379,-129.0,3.0
654339,M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,1380,-10.0,
654351,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Fail,1381,-66.0,
654407,M,North Region,Lower Than A Level,0-10%,0-35,0,150,N,Withdrawn,1382,-129.0,11.0
654432,M,London Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,1383,-23.0,75.0
654441,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,1384,-63.0,
654563,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1385,-94.0,75.0
654565,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,1386,-79.0,
654578,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,1387,-129.0,
654597,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,1388,-43.0,
654619,M,London Region,Lower Than A Level,oct-20,35-55,0,120,N,Withdrawn,1389,-129.0,12.0
654620,F,South West Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn,1390,-129.0,17.0
654671,F,South Region,A Level or Equivalent,20-30%,0-35,0,150,Y,Withdrawn,1391,-129.0,27.0
654677,M,North Western Region,Lower Than A Level,oct-20,0-35,0,60,N,Withdrawn,1392,-88.0,37.0
654684,F,North Region,Lower Than A Level,,0-35,0,90,N,Withdrawn,1393,-93.0,172.0
654692,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,1394,-58.0,
654698,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,1395,-101.0,12.0
654732,F,London Region,Lower Than A Level,oct-20,0-35,0,120,N,Withdrawn,1396,-129.0,12.0
654738,M,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,1397,-66.0,24.0
654816,F,London Region,Lower Than A Level,oct-20,35-55,0,180,N,Withdrawn,1398,-102.0,-8.0
654819,M,Wales,Lower Than A Level,0-10%,0-35,0,90,Y,Distinction,1399,-23.0,
654824,M,North Region,Lower Than A Level,,35-55,0,60,N,Pass,1400,-59.0,
654834,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,1401,-129.0,
654852,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,1402,-29.0,125.0
654867,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Distinction,1403,-109.0,
654943,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,1404,-120.0,-10.0
654947,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,1405,-52.0,
654960,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,1406,-128.0,-18.0
655028,M,North Western Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,1407,-25.0,
655088,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,120,Y,Withdrawn,1408,-106.0,51.0
655113,M,East Midlands Region,Lower Than A Level,oct-20,0-35,0,120,N,Withdrawn,1409,-127.0,12.0
655115,M,North Region,Lower Than A Level,,0-35,0,60,Y,Pass,1410,-23.0,
655124,M,South Region,Lower Than A Level,oct-20,0-35,0,60,N,Fail,1411,-91.0,
655127,F,Ireland,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction,1412,-85.0,
655353,M,London Region,HE Qualification,70-80%,35-55,0,150,N,Pass,1413,-91.0,
655386,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,1414,-106.0,
655402,F,London Region,Lower Than A Level,30-40%,0-35,0,150,N,Withdrawn,1415,-67.0,-5.0
655412,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,1416,-127.0,
655416,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,1417,-127.0,104.0
655417,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,1418,-122.0,-23.0
655445,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,1419,-120.0,
655492,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,1420,-105.0,12.0
655569,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,1421,-106.0,
655627,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,1422,-123.0,-61.0
655629,F,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,1423,-15.0,12.0
655720,M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,1424,-10.0,44.0
655747,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,80,N,Withdrawn,1425,-122.0,-46.0
655796,M,North Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,1426,-123.0,
655852,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1427,-65.0,66.0
655927,M,Ireland,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,1428,-9.0,
655981,M,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass,1429,-58.0,
656029,M,South Region,Lower Than A Level,70-80%,35-55,0,150,N,Withdrawn,1430,-28.0,30.0
656065,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,1431,-78.0,
656086,M,North Region,A Level or Equivalent,oct-20,0-35,0,90,N,Withdrawn,1432,-115.0,130.0
656092,M,North Region,A Level or Equivalent,,0-35,0,120,N,Pass,1433,-112.0,
656102,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,1434,-106.0,12.0
656107,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,1435,-43.0,
656131,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,1436,-49.0,
656145,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,1437,-115.0,94.0
656150,M,West Midlands Region,Lower Than A Level,,0-35,0,120,N,Withdrawn,1438,-15.0,-8.0
656158,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,1439,-43.0,
656159,M,London Region,Lower Than A Level,oct-20,0-35,0,60,N,Distinction,1440,-52.0,
656165,M,Yorkshire Region,A Level or Equivalent,oct-20,0-35,0,60,N,Pass,1441,-23.0,
656234,M,Ireland,Lower Than A Level,,0-35,0,60,N,Pass,1442,-30.0,
656323,M,South West Region,Lower Than A Level,90-100%,0-35,0,120,Y,Pass,1443,-102.0,
656353,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,1444,-98.0,
656360,M,London Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,1445,-115.0,12.0
656414,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,1446,-74.0,
656436,M,South West Region,A Level or Equivalent,50-60%,35-55,0,90,N,Pass,1447,-10.0,
656441,M,East Anglian Region,HE Qualification,60-70%,0-35,0,180,N,Withdrawn,1448,-93.0,-2.0
656510,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail,1449,-120.0,
656512,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1450,-121.0,-80.0
656519,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Withdrawn,1451,-113.0,12.0
656529,M,Ireland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,1452,-87.0,
656565,F,London Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn,1453,-70.0,12.0
656579,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,1454,-58.0,
656599,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,1455,-120.0,12.0
656607,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,1456,-73.0,
656622,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,1457,-51.0,
656651,M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,1458,-115.0,
656677,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,1459,-28.0,37.0
656693,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,1460,-120.0,12.0
656734,F,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Distinction,1461,-108.0,
656791,M,London Region,A Level or Equivalent,oct-20,35-55,0,90,N,Pass,1462,-79.0,
656800,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,1463,-113.0,12.0
656882,M,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,1464,-78.0,
656988,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,1465,-64.0,
656996,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,1466,-49.0,
657048,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Pass,1467,-93.0,
657118,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,240,N,Withdrawn,1468,-93.0,-2.0
657181,M,London Region,Lower Than A Level,oct-20,0-35,0,120,N,Withdrawn,1469,-115.0,36.0
657184,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,1470,-60.0,48.0
657211,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,1471,-79.0,12.0
657220,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,1472,-30.0,
657330,M,North Region,A Level or Equivalent,oct-20,0-35,0,60,N,Distinction,1473,-60.0,
657344,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,1474,-114.0,
